time,lon,lat,rcp26_prcptot_p10,rcp26_prcptot_p50,rcp26_prcptot_p90,rcp45_prcptot_p10,rcp45_prcptot_p50,rcp45_prcptot_p90,rcp85_prcptot_p10,rcp85_prcptot_p50,rcp85_prcptot_p90
1959-12-01,-114.29,49.21,16.61,58.02,104.40,16.79,58.02,106.91,16.79,58.02,106.33
1960-01-01,-114.29,49.21,41.41,79.59,117.25,41.10,78.23,116.04,41.10,79.33,116.04
1960-02-01,-114.29,49.21,23.28,48.14,86.10,23.28,48.34,86.10,23.28,48.81,86.11
1960-03-01,-114.29,49.21,20.93,43.85,99.27,20.93,43.85,100.13,20.93,43.85,99.17
1960-04-01,-114.29,49.21,33.56,60.22,98.96,32.30,60.22,98.96,31.95,60.22,98.96
1960-05-01,-114.29,49.21,43.96,96.37,208.92,43.96,93.75,208.92,43.96,96.07,208.92
1960-06-01,-114.29,49.21,27.66,89.64,185.61,27.43,88.18,185.62,27.43,85.54,185.61
1960-07-01,-114.29,49.21,7.18,34.27,67.92,7.18,35.81,67.58,7.18,34.95,68.99
1960-08-01,-114.29,49.21,10.48,57.35,92.76,9.80,57.35,92.76,9.80,57.35,92.78
1960-09-01,-114.29,49.21,23.43,49.81,99.10,23.68,50.30,99.10,23.55,51.27,99.10
1960-10-01,-114.29,49.21,22.04,49.60,81.00,21.48,49.60,80.51,22.77,49.60,82.56
1960-11-01,-114.29,49.21,20.88,56.79,95.62,20.06,56.46,89.98,19.84,56.46,90.51
1960-12-01,-114.29,49.21,32.05,59.65,88.72,32.05,58.65,88.72,32.05,58.18,88.72
1961-01-01,-114.29,49.21,30.07,83.47,138.18,30.07,83.47,138.18,30.08,83.47,138.18
1961-02-01,-114.29,49.21,30.09,61.78,95.64,34.24,62.79,95.64,31.19,62.79,95.64
1961-03-01,-114.29,49.21,19.23,55.87,89.18,19.23,56.91,89.33,19.23,55.63,89.33
1961-04-01,-114.29,49.21,39.09,70.28,123.36,39.09,71.05,125.72,39.09,71.05,122.67
1961-05-01,-114.29,49.21,51.86,81.05,157.25,51.86,81.05,149.72,51.86,81.05,149.72
1961-06-01,-114.29,49.21,36.09,89.81,153.00,37.64,89.37,157.86,37.64,85.73,154.10
1961-07-01,-114.29,49.21,16.81,44.05,86.50,19.13,46.48,86.50,20.75,46.48,86.50
1961-08-01,-114.29,49.21,10.92,47.15,114.19,9.94,42.93,114.18,10.27,42.93,114.19
1961-09-01,-114.29,49.21,23.81,47.75,94.04,23.81,48.55,98.07,23.81,48.31,94.99
1961-10-01,-114.29,49.21,24.74,49.75,83.25,23.99,50.87,82.12,24.68,50.06,81.79
1961-11-01,-114.29,49.21,26.60,48.57,80.02,25.93,49.11,80.02,25.86,49.11,80.02
1961-12-01,-114.29,49.21,34.69,60.66,138.70,34.85,60.66,137.28,34.64,60.66,136.74
1962-01-01,-114.29,49.21,28.76,74.00,112.54,28.30,73.73,113.38,28.30,73.73,113.00
1962-02-01,-114.29,49.21,30.85,56.22,119.46,30.85,56.14,119.46,30.85,56.14,119.46
1962-03-01,-114.29,49.21,35.81,70.35,112.45,35.81,70.21,113.24,35.81,68.99,111.94
1962-04-01,-114.29,49.21,28.71,60.18,97.91,29.42,60.18,97.91,28.63,60.18,97.90
1962-05-01,-114.29,49.21,40.27,89.97,156.40,40.27,91.55,156.41,40.27,93.02,156.40
1962-06-01,-114.29,49.21,36.34,83.77,181.13,36.37,84.45,181.12,36.37,83.77,181.13
1962-07-01,-114.29,49.21,9.14,32.19,59.12,9.25,32.11,64.88,9.25,32.43,60.17
1962-08-01,-114.29,49.21,5.41,41.29,80.95,5.12,41.29,71.49,5.12,40.46,79.99
1962-09-01,-114.29,49.21,15.94,51.81,87.31,16.09,51.81,87.32,16.00,51.81,89.11
1962-10-01,-114.29,49.21,34.44,61.22,100.02,34.44,59.66,95.66,34.44,59.26,99.98
1962-11-01,-114.29,49.21,25.99,61.33,107.66,26.06,61.33,108.81,25.76,61.33,107.73
1962-12-01,-114.29,49.21,35.87,56.17,113.56,35.87,57.04,113.56,35.87,57.04,113.56
1963-01-01,-114.29,49.21,35.59,77.78,136.60,34.04,75.59,135.23,35.30,77.43,130.19
1963-02-01,-114.29,49.21,25.76,54.07,95.87,25.76,54.83,98.08,25.76,54.07,98.08
1963-03-01,-114.29,49.21,17.31,67.31,107.04,15.73,68.00,107.04,15.18,66.97,107.04
1963-04-01,-114.29,49.21,43.13,72.81,120.18,43.13,73.32,122.43,43.13,72.81,120.15
1963-05-01,-114.29,49.21,46.35,86.16,129.97,43.58,84.26,141.12,43.58,85.71,145.60
1963-06-01,-114.29,49.21,59.81,101.32,166.50,59.81,98.42,170.37,59.81,101.70,166.67
1963-07-01,-114.29,49.21,8.18,24.52,79.59,8.18,26.36,79.23,8.18,27.85,79.23
1963-08-01,-114.29,49.21,15.30,45.99,97.79,15.00,41.72,97.79,14.99,43.18,97.79
1963-09-01,-114.29,49.21,21.13,48.44,119.42,21.13,48.09,119.42,21.13,47.86,119.42
1963-10-01,-114.29,49.21,17.89,47.11,66.61,18.81,47.11,65.67,18.81,47.11,65.44
1963-11-01,-114.29,49.21,40.50,57.08,97.99,41.48,57.08,99.32,40.58,57.08,97.42
1963-12-01,-114.29,49.21,32.45,60.41,97.76,32.35,61.05,97.81,32.35,62.71,97.77
1964-01-01,-114.29,49.21,40.40,69.11,105.52,40.40,69.11,105.92,40.40,68.95,106.02
1964-02-01,-114.29,49.21,23.49,58.79,121.09,25.49,56.07,121.09,23.94,56.07,121.09
1964-03-01,-114.29,49.21,27.69,55.87,98.20,28.12,55.86,98.20,27.85,55.87,98.20
1964-04-01,-114.29,49.21,39.03,71.71,110.03,39.27,73.07,113.35,39.01,73.07,113.35
1964-05-01,-114.29,49.21,23.97,82.33,135.34,21.50,82.33,137.10,21.50,82.33,137.10
1964-06-01,-114.29,49.21,43.03,92.78,127.33,42.63,95.05,134.65,42.63,93.31,134.65
